date,symbol,weight
07/2012,SENEB,0.0004746
07/2012,ALTR,0.0906597
07/2012,FAST,0.099962
07/2012,JJSF,0.0093541
07/2012,EBF,0.0033681
07/2012,S,0.0818617
07/2012,PLXS,0.0082607
07/2012,MNTA,0.0058252
07/2012,LOW,0.2802282
07/2012,TNC,0.0063034
07/2012,BNHN,0.0024145
07/2012,BBY,0.0596561
07/2012,BSPM,0.000107
07/2012,GPC,0.0786574
07/2012,AGCO,0.0372269
07/2012,EMC,0.4506264
07/2012,PCAR,0.1160041
07/2012,PTEN,0.0185041
07/2012,ABT,0.849382
07/2012,GT,0.0241995
07/2012,WDC,0.0627854
07/2012,GCO,0.0123368
07/2012,ASNA,0.0240058
07/2012,SHW,0.1144554
07/2012,OMC,0.1109457
07/2012,THO,0.0121411
07/2012,COOL,0.0006926
07/2012,IFF,0.0371987
07/2012,TR,0.0074702
07/2012,KMT,0.0222194
07/2012,AE,0.0014806
07/2012,ZIOP,0.0039643
07/2012,CASS,0.0035011
07/2012,KLIC,0.0055335
07/2012,NOIZ,0.000564
07/2012,LLY,0.4169467
07/2012,ASTE,0.005853
07/2012,VLGEA,0.0027466
07/2012,FDO,0.0650539
07/2012,CHD,0.0645167
07/2012,SCSC,0.0070825
07/2012,ARTW,0.0002281
07/2012,COG,0.0692269
07/2012,MGM,0.0456894
07/2012,ESE,0.0081562
07/2012,NPK,0.0040206
07/2012,EEI,0.0003434
07/2012,TISI,0.0051972
07/2012,BRC,0.0154908
07/2012,SPW,0.0277051
07/2012,KR,0.1057672
07/2012,PSS,0.0109984
07/2012,RT,0.0036376
07/2012,DXR,0.0003155
07/2012,LAKE,0.0003137
07/2012,MATX,0.0188139
07/2012,VRTX,0.100877
07/2012,RRC,0.0840227
07/2012,CERN,0.1184708
07/2012,MXWL,0.0016005
07/2012,BWS,0.0046332
07/2012,DCI,0.0570595
07/2012,CELL,0.0031338
07/2012,ADI,0.094105
07/2012,UEIC,0.0016512
07/2012,KMB,0.2750536
07/2012,SHAW,0.0150744
07/2012,SPLS,0.0753092
07/2012,SURG,0.0009409
07/2012,ARTC,0.0067963
07/2012,MRX,0.0164336
07/2012,BCPC,0.0079977
07/2012,AMAG,0.0027583
07/2013,PSTI,0.0004764
07/2013,CALX,0.0013008
07/2013,QADB,8.93e-05
07/2013,THC,0.0125482
07/2013,SPU,0.0001416
07/2013,BIG,0.0048346
07/2013,CPWR,0.0058369
07/2013,BRID,0.0001712
07/2013,MSTX,0.0001087
07/2013,RFP,0.0032822
07/2013,MOC,3.66e-05
07/2013,GOOG,0.6342382
07/2013,FTEK,0.0002254
07/2013,MTH,0.0041221
07/2013,AIN,0.0024597
07/2013,VHC,0.0026891
07/2013,ENS,0.0061732
07/2013,UWN,4.01e-05
07/2013,GDOT,0.0016905
07/2013,FIZZ,0.0021285
07/2013,PENX,0.0004375
07/2013,HLX,0.0064189
07/2013,KEM,0.0004872
07/2013,CENT,0.0002287
07/2013,ELMD,2.71e-05
07/2013,LTXC,0.0007497
07/2013,SMIT,2.32e-05
07/2013,BZ,0.0022658
07/2013,ESYS,6.96e-05
07/2013,NSSC,0.0002426
07/2013,MGLN,0.0039593
07/2013,LLNW,0.000573
07/2013,M,0.0484302
07/2013,AMSWA,0.0005662
07/2013,AXTI,0.0002315
07/2013,SMG,0.0078394
07/2013,AMWD,0.0013619
07/2013,FOE,0.0015823
07/2013,CNTY,0.0002195
07/2013,PLCE,0.0032409
07/2013,RECN,0.0012113
07/2013,CENX,0.0021624
07/2013,ALJ,0.002383
07/2013,PTRY,0.0007546
07/2013,CBRX,0.000149
07/2013,CGX,0.0011915
07/2013,VZ,0.3787616
07/2013,FLDM,0.0011699
07/2013,ACUR,0.0002299
07/2013,IBM,0.5572745
07/2013,AXAS,0.0005125
07/2013,RGS,0.0024465
07/2013,SAH,0.0022757
07/2013,KBALB,0.0007635
07/2013,IPCM,0.0022728
07/2013,DVCR,7.13e-05
07/2013,PCYC,0.0152868
07/2013,GRPN,0.014877
07/2013,MAS,0.0182917
07/2013,CDNS,0.0108126
07/2013,BBOX,0.0010693
07/2013,IDSY,0.0001607
07/2013,GAIA,0.0002035
07/2013,PHM,0.0193324
07/2013,NNBR,0.0005183
07/2013,ISCA,0.0021925
07/2013,PSMI,0.0009259
07/2013,KNL,0.0018006
07/2013,ECHO,0.0011728
07/2013,BSX,0.0328894
07/2013,BGS,0.0047334
07/2013,SCHL,0.0023199
07/2013,AMCX,0.0104448
07/2013,ULBI,0.0001635
07/2013,TRS,0.0038975
07/2013,MOD,0.0013514
07/2013,HA,-0.0007278
07/2013,MEAS,-0.0016681
07/2013,TORM,-7.57e-05
07/2013,WFM,-0.0436245
07/2013,BRCM,-0.0408461
07/2013,OMC,-0.0371439
07/2013,AFAM,-0.0004132
07/2013,SLGN,-0.0068025
07/2013,ACCL,-0.0010675
07/2013,HUBA,-0.001474
07/2013,ROC,-0.011364
07/2013,CMC,-0.0039442
07/2013,TAYD,-6.29e-05
07/2013,WCC,-0.0068488
07/2013,AMSG,-0.0025659
07/2013,ARB,-0.0028501
07/2013,CMN,-0.0031365
07/2013,MBND,-0.0001585
07/2013,MAT,-0.0357361
07/2013,FCFS,-0.0032497
07/2013,MSPD,-0.0003211
07/2013,GIS,-0.0714796
07/2013,RTK,-0.0010838
07/2013,ASNA,-0.0093935
07/2013,AE,-0.0006639
07/2013,CRK,-0.0017356
07/2013,GUID,-0.0005724
07/2013,BWS,-0.0021226
07/2013,JOY,-0.0117824
07/2013,ISRG,-0.0459089
07/2013,MSA,-0.0039503
07/2013,ANDE,-0.0022761
07/2013,USEG,-0.0001309
07/2013,MOLX,-0.0064059
07/2013,PXD,-0.0451691
07/2013,MGRC,-0.0019998
07/2013,TWTC,-0.0094909
07/2013,VAL,-0.012985
07/2013,JKHY,-0.0091787
07/2013,PCP,-0.0754329
07/2013,EXPD,-0.0179319
07/2013,BRLI,-0.0018171
07/2013,ADP,-0.0759271
07/2013,HMA,-0.0093142
07/2013,SUSS,-0.0023091
07/2013,ALTR,-0.0240882
07/2013,SAFM,-0.0034926
07/2013,ODFL,-0.0081936
07/2013,NATR,-0.0005963
07/2013,DISH,-0.0211366
07/2013,EEI,-9.25e-05
07/2013,AGCO,-0.0111592
07/2013,MTW,-0.0054629
07/2013,IFF,-0.0139942
07/2013,SON,-0.0079954
07/2013,RGEN,-0.0005989
07/2013,LNN,-0.0022022
07/2013,VLGEA,-0.0010111
07/2013,PLXS,-0.0023096
07/2013,DJCO,-0.0003565
07/2013,MFB,-0.000922
07/2013,TECH,-0.0058137
07/2013,PCAR,-0.0433761
07/2013,JCOM,-0.0044259
07/2013,UNF,-0.0031535
07/2013,INOD,-0.0001825
07/2013,OSUR,-0.0004928
07/2013,ASIA,-0.0019212
07/2013,TGE,-0.0004122
07/2013,RUE,-0.0022321
07/2013,CREE,-0.0174454
07/2013,BDC,-0.0050229
07/2013,MIND,-0.00049
07/2013,HXL,-0.0077993
07/2013,ROP,-0.0281027
07/2013,DDD,-0.0099967
07/2014,MANH,0.0061998
07/2014,UQM,0.00022
07/2014,CKP,0.0013976
07/2014,ACM,0.0076607
07/2014,CKH,0.0040656
07/2014,GUID,0.0006404
07/2014,X,0.0090322
07/2014,VLO,0.0640846
07/2014,JVA,0.0001078
07/2014,PLUS,0.0010502
07/2014,MNTA,0.0015274
07/2014,TGE,0.0002888
07/2014,FNSR,0.0046069
07/2014,DMND,0.0021215
07/2014,SD,0.008473
07/2014,KBALB,0.0012317
07/2014,NATH,0.0005806
07/2014,VSCP,3.36e-05
07/2014,FICO,0.005238
07/2014,CPLA,0.0016008
07/2014,ANIP,0.0009339
07/2014,BRID,0.000176
07/2014,CDNS,0.0121598
07/2014,SSNC,0.0085598
07/2014,IMMU,0.0008144
07/2014,MFLX,0.0006395
07/2014,CLD,0.0026903
07/2014,FCEL,0.0014959
07/2014,ELX,0.0010853
07/2014,CTCM,0.0041108
07/2014,AEPI,0.0004247
07/2014,TG,0.0018168
07/2014,AVAV,0.0017667
07/2014,ENS,0.0077232
07/2014,PRGS,0.0029193
07/2014,USAK,0.0004693
07/2014,CSCO,0.305144
07/2014,TWX,0.14854
07/2014,BAGL,0.0006901
07/2014,ARTX,0.0002246
07/2014,T,0.4399492
07/2014,WYY,0.0003079
07/2014,GSB,0.0001163
07/2014,SONC,0.0028621
07/2014,STAA,0.001546
07/2014,VRNT,0.0063535
07/2014,PPC,0.0169881
07/2014,CLW,0.0030212
07/2014,LXK,0.007188
07/2014,DIT,0.0001197
07/2014,PAR,0.0001575
07/2014,CNVR,0.0039272
07/2014,ATEC,0.0003828
07/2014,HNH,0.0008305
07/2014,SIGM,0.0003782
07/2014,BRKA,0.3896549
07/2014,ROC,0.0132167
07/2014,RLOC,0.0004913
07/2014,LVS,0.1476019
07/2014,AEO,0.0052287
07/2014,KEYW,0.0011314
07/2014,PHMD,0.0005594
07/2014,WTI,0.0029679
07/2014,MOV,0.0018642
07/2014,BC,0.0093641
07/2014,BIG,0.0060768
07/2014,DD,0.1440559
07/2014,OCRX,0.0002846
07/2014,NAUH,0.0001854
07/2014,TRK,0.001812
07/2014,UEC,0.0003385
07/2014,MSFT,0.8235517
07/2014,UAL,0.0367706
07/2014,AMWD,0.0011853
07/2014,DHI,0.0191649
07/2014,NPO,0.003984
07/2014,HSII,0.0008085
07/2014,CRAY,-0.0032184
07/2014,VGR,-0.0061028
07/2014,GLT,-0.00338
07/2014,CVS,-0.2606814
07/2014,WLB,-0.0016388
07/2014,APH,-0.0447816
07/2014,MOGB,-0.0007917
07/2014,UFPT,-0.0005027
07/2014,CREE,-0.0177476
07/2014,BIO,-0.008402
07/2014,CCOI,-0.0047489
07/2014,KMT,-0.0107556
07/2014,OSIS,-0.0039378
07/2014,TAP,-0.0393345
07/2014,ICUI,-0.0036156
07/2014,GPI,-0.0060381
07/2014,FLS,-0.030204
07/2014,WAT,-0.0261947
07/2014,CEB,-0.0068207
07/2014,AYI,-0.0176706
07/2014,EEP,-0.0365587
07/2014,CHDN,-0.0046092
07/2014,VMC,-0.0246664
07/2014,PPG,-0.0859483
07/2014,AGN,-0.1489476
07/2014,LMIA,-0.0005035
07/2014,PIKE,-0.000846
07/2014,RUSHB,-0.0009413
07/2014,SYY,-0.0647589
07/2014,VAL,-0.0188208
07/2014,JAH,-0.0226504
07/2014,PCAR,-0.0659234
07/2014,GPOR,-0.0158822
07/2014,BTX,-0.0006509
07/2014,KMG,-0.0008152
07/2014,MNRO,-0.0049638
07/2014,WBC,-0.0191909
07/2014,ACAD,-0.0066356
07/2014,JBHT,-0.0334859
07/2014,ADI,-0.0502456
07/2014,IGTE,-0.0063364
07/2014,MU,-0.1043722
07/2014,STRM,-0.0002581
07/2014,SHW,-0.0609929
07/2014,OMI,-0.0063417
07/2014,ALK,-0.0193215
07/2014,KLIC,-0.0032327
07/2014,UNF,-0.0047686
07/2014,ASH,-0.0330011
07/2014,VSEC,-0.0011141
07/2014,TDW,-0.0082582
07/2014,AGCO,-0.0156201
07/2014,DWSN,-0.0008997
07/2014,PLL,-0.0277045
07/2014,ACHN,-0.0021897
07/2014,JJSF,-0.0068317
07/2014,ADBE,-0.1064619
07/2014,HUBA,-0.0026461
07/2014,CLFD,-0.0006677
07/2014,BRS,-0.0084833
07/2014,MSA,-0.0083598
07/2014,KVHI,-0.0007835
07/2014,DVAX,-0.0012442
07/2014,SAIA,-0.0032087
07/2014,DEL,-0.0029903
07/2014,CCC,-0.0035192
07/2014,FAST,-0.043445
07/2014,AFOP,-0.0009956
07/2014,SAPE,-0.0089768
07/2014,TIBX,-0.0098851
07/2014,SIF,-0.0004996
07/2014,SNA,-0.0204182
07/2014,SM,-0.0166824
07/2014,RRC,-0.0433796
07/2014,DW,-0.0034951
07/2014,VLGEA,-0.000892
07/2014,PKI,-0.0156874
07/2014,KS,-0.0093962
07/2015,BIG,-0.0165651
07/2015,BKS,-0.0118053
07/2015,MPAA,-0.0038801
07/2015,CRUS,-0.0153355
07/2015,TIK,-0.0001179
07/2015,ELRC,-0.0018581
07/2015,DXLG,-0.0018044
07/2015,UQM,-0.0002472
07/2015,CIDM,-0.0003727
07/2015,SEAC,-0.0016571
07/2015,GIS,0.2630543
07/2015,JWB,0.0040703
07/2015,PERF,0.0006962
07/2015,ROST,0.1583682
07/2015,OA,0.0344904
07/2015,TTWO,0.0156807
07/2015,NKE,0.4744816
07/2015,ABCO,0.0184213
07/2015,CONN,0.0114481
07/2015,JWA,0.0212634
07/2015,RPM,0.0516688
